user_screen_name,created_at," San diego County, CA",text,fav,rt_count,friend,clean_text_1,clean_text_2,Aspect,Prediction
simX,Thu Oct 28 17:12:12 +0000 2021,Los Angeles,"@superezfe It not only takes away privacy from kids, who deserve it just as much as adults, but it also puts LGBT youth in particular in danger of being outed to their parents.

Imagine wanting to explore if youâre LGBT, and a photo is flagged and it tells your parents.  Thatâs SO bad.",1,0,154, it not only takes away privacy from kids who deserve it just as much as adults but it also puts lgbt youth in particular in danger of being outed to their parents  imagine wanting to explore if you re lgbt and a photo is flagged and it tells your parents  that s so bad,takes away privacy kids deserve much adults also puts lgbt youth particular danger outed parents imagine wanting explore lgbt photo flagged tells parents bad,,anti-lgbt
jard_sard,Thu Oct 28 17:12:03 +0000 2021,Los Angeles,The way Disney deals with lgbt rep is the same way i get into a cold pool where i basically dip my toe in and over the course of about a half hour i slowly inch by inch coat myself in water excruciatingly slowly until Iâm eventually mostly in the pool but my head is still dry https://t.co/YifGJNW3zC,2,0,377,the way disney deals with lgbt rep is the same way i get into a cold pool where i basically dip my toe in and over the course of about a half hour i slowly inch by inch coat myself in water excruciatingly slowly until i m eventually mostly in the pool but my head is still dry ,way disney deals lgbt rep way get cold pool basically dip toe course half hour slowly inch inch coat water excruciatingly slowly eventually mostly pool head still dry,,neutral
Mediawatcher36,Thu Oct 28 16:58:50 +0000 2021,Los Angeles,@WavePrism_ You know if there is any lgbt rep in the film they are gonna remove it for china,4,0,4999, you know if there is any lgbt rep in the film they are gonna remove it for china,know lgbt rep film gonna remove china,,anti-lgbt
LGBTMarriage,Thu Oct 28 16:55:30 +0000 2021,Los Angeles,"#MEXICO: #LGBT groups upset that governor of #Queretaro state still has not published #EqualMarriage law, allowing it to take effect #MatrimonioIgualitario https://t.co/vy9qwvJtRV",6,4,273,mexico lgbt groups upset that governor of queretaro state still has not published equalmarriage law allowing it to take effect matrimonioigualitario ,mexico lgbt groups upset governor queretaro state still published equalmarriage law allowing take effect matrimonioigualitario,,anti-lgbt
LGBTMarriage,Thu Oct 28 16:53:14 +0000 2021,Los Angeles,"#POLAND: Parliament to debate a bill that would ban #LGBT pride parades, events discussing #EqualMarriage: https://t.co/bYSvHzUgv3",3,2,273,poland parliament to debate a bill that would ban lgbt pride parades events discussing equalmarriage ,poland parliament debate bill would ban lgbt pride parades events discussing equalmarriage,,anti-lgbt
LGBTMarriage,Thu Oct 28 16:51:48 +0000 2021,Los Angeles,"#JAPAN: Opposition parties united in support of #LGBT rights, #EqualMarriage ahead of Oct 31 election: https://t.co/S1LsxfFMcH",5,1,273,japan opposition parties united in support of lgbt rights equalmarriage ahead of oct  election ,japan opposition parties united support lgbt rights equalmarriage ahead oct election,,pro-lgbt
Styles_furious,Thu Oct 28 16:50:12 +0000 2021,Los Angeles,@Heffa_Please @jerzeegurl77 @MawusiTure @liishaMAC Intersectionality was the backbones of his work. He understood better then anybody that the agenda of his OWN people (black LGBT rights) were not the same as whites hence his stance as a stark and shred segregationist.,0,0,843,    intersectionality was the backbones of his work he understood better then anybody that the agenda of his own people black lgbt rights were not the same as whites hence his stance as a stark and shred segregationist,intersectionality backbones work understood better anybody agenda people black lgbt rights whites hence stance stark shred segregationist,,neutral
ColoredRoots,Thu Oct 28 16:36:17 +0000 2021,Los Angeles,The way they exclude blk lgbt makes feel like only blk straight lives matter to them . https://t.co/KEJhdNkY02,0,0,184,the way they exclude blk lgbt makes feel like only blk straight lives matter to them  ,way exclude blk lgbt makes feel like blk straight lives matter,,anti-lgbt
DispiritedCrow1,Thu Oct 28 16:33:16 +0000 2021,Los Angeles,"@hedl_nes @CL_Omniscience @ZubyMusic @Gabepluguez yeah, itâs so ironic, considering the fact that they claim to be the âdefenders of libertyâ yet wanna restrict womanâs rights, lgbt freedom, end immigration, etc.",0,0,171,    yeah it s so ironic considering the fact that they claim to be the  defenders of liberty  yet wanna restrict woman s rights lgbt freedom end immigration etc,yeah ironic considering fact claim defenders liberty yet wanna restrict woman rights lgbt freedom end immigration etc,,pro-lgbt
jstephenson84,Thu Oct 28 16:25:00 +0000 2021,Los Angeles,"@jde4zion @tylerfunk14 @kennedyk24 @MattWalshBlog @WiltonManorsES @bcpsleonardi NAMBLA is not remotely part of the LGBT community. 

And it's a restaurant, in the middle of the day, so there's no age requirement.",0,0,2227,      nambla is not remotely part of the lgbt community   and it is a restaurant in the middle of the day so there is no age requirement,nambla remotely part lgbt community restaurant middle day age requirement,,neutral
_vivi_zz,Thu Oct 28 16:20:19 +0000 2021,Los Angeles,"An activist Ma HanNwayOo was abducted by SAC for allegedly training with KIA.She admitted their sexual harassments during the abduction.SAC poured boiling water on her,beat with wires, hit her foots with gun butts &amp; humiliated for being a LGBT. #Oct28Coup #WhatsHappeningInMyanmar https://t.co/xcfpzqTv9B",0,0,84,an activist ma hannwayoo was abducted by sac for allegedly training with kiashe admitted their sexual harassments during the abductionsac poured boiling water on herbeat with wires hit her foots with gun butts  humiliated for being a lgbt  whatshappeninginmyanmar ,activist hannwayoo abducted sac allegedly training kiashe admitted sexual harassments abductionsac poured boiling water herbeat wires hit foots gun butts humiliated lgbt whatshappeninginmyanmar,,neutral
hana_thitsar,Thu Oct 28 16:19:19 +0000 2021,Los Angeles,"An activist Ma HanNwayOo was abducted by SAC for allegedly training with KIA.She admitted their sexual harassments during the abduction.SAC poured boiling water on her,beat with wires, hit her foots with gun butts &amp; humiliated for being a LGBT. #Oct28Coup #WhatsHappeningInMyanmar https://t.co/jsrDr1rQeo",0,0,69,an activist ma hannwayoo was abducted by sac for allegedly training with kiashe admitted their sexual harassments during the abductionsac poured boiling water on herbeat with wires hit her foots with gun butts  humiliated for being a lgbt  whatshappeninginmyanmar ,activist hannwayoo abducted sac allegedly training kiashe admitted sexual harassments abductionsac poured boiling water herbeat wires hit foots gun butts humiliated lgbt whatshappeninginmyanmar,,neutral
jstephenson84,Thu Oct 28 16:11:12 +0000 2021,Los Angeles,"@tylerfunk14 @jde4zion @kennedyk24 @MattWalshBlog @WiltonManorsES No, it's just a stupid response to compare an LGBT friendly restaurant to a meeting of an organization that advocated pedophilia. They're not even in the same category, and he is merely trying to be inflammatory with this nonsense.",0,0,2227,     no it is just a stupid response to compare an lgbt friendly restaurant to a meeting of an organization that advocated pedophilia they are not even in the same category and he is merely trying to be inflammatory with this nonsense,stupid response compare lgbt friendly restaurant meeting organization advocated pedophilia even category merely trying inflammatory nonsense,,neutral
FenixAiur,Thu Oct 28 16:11:10 +0000 2021,Los Angeles,@MogsSam @ThatOneBatBear @VynetteC @rhodri @JimMFelton @GadSaad Are lgbt knights only allowed out at nighttime?,45,0,488,      are lgbt knights only allowed out at nighttime,lgbt knights allowed nighttime,,anti-lgbt
JasonDFlatt,Thu Oct 28 16:04:56 +0000 2021,Los Angeles,Looking for resources on dementia/brain health for LGBTQIA+? Check out this resource from @alzassociation &amp; @sageusa #BrainMatters https://t.co/cTmeEPYVL5 @JH_Memory_Aging https://t.co/YMuvOBE0p8,16,7,1532,looking for resources on dementiabrain health for lgbtqia check out this resource from    brainmatters   ,looking resources dementiabrain health lgbtqia check resource brainmatters,,pro-lgbt
ZackGianino,Thu Oct 28 16:01:01 +0000 2021,los angeles,"@toddstarnes @ShawnQuinn83 Was it actually a gay bar or were there just gay individuals around? 

Because there is a very big difference between a gay bar and a restaurant in a predominantly LGBT area with LGBT workers.",5,1,3448,  was it actually a gay bar or were there just gay individuals around   because there is a very big difference between a gay bar and a restaurant in a predominantly lgbt area with lgbt workers,actually gay bar gay individuals around big difference gay bar restaurant predominantly lgbt area lgbt workers,,neutral
Styles_furious,Thu Oct 28 16:00:25 +0000 2021,Los Angeles,@Heffa_Please @MawusiTure @liishaMAC Yet he became a champion of black thought and emotion. âUnapologetically Blackâ through his intersectionality. Nobody expressed better what it was like to be black and gay in America better then James Baldwin he also knew that LGBT+ movement isnât inclusive of black individuals.,1,0,843,   yet he became a champion of black thought and emotion  unapologetically black  through his intersectionality nobody expressed better what it was like to be black and gay in america better then james baldwin he also knew that lgbt movement isn t inclusive of black individuals,yet became champion black thought emotion unapologetically black intersectionality nobody expressed better like black gay america better james baldwin also knew lgbt movement inclusive black individuals,,neutral
jstephenson84,Thu Oct 28 15:59:02 +0000 2021,Los Angeles,@TGrammie2 @grandjetejp @MattWalshBlog It's an LGBT friendly restaurant with a bar. You'd be able to understand that if you could use more than three neurons at a time. And they undoubtedly had parent permission. You can take your regressive boomer viewpoint and shove it.,0,0,2227,   it is an lgbt friendly restaurant with a bar you would be able to understand that if you could use more than three neurons at a time and they undoubtedly had parent permission you can take your regressive boomer viewpoint and shove it,lgbt friendly restaurant bar would able understand could use three neurons time undoubtedly parent permission take regressive boomer viewpoint shove,,neutral
DebtFreeGuys,Thu Oct 28 15:48:37 +0000 2021,Los Angeles,"@DineroPodcast Right now a nice cup of coffee w/ my husband &amp; our two Frenchies sitting on the balcony in the morning. ð

I think itâs a day to day thing and an overall feeling of being content w/ our 3 goals 1. Comfortable retirement, 2. Travel w/ cash 3. Giving back to the LGBT ð³ï¸âð community",2,0,4238, right now a nice cup of coffee w my husband  our two frenchies sitting on the balcony in the morning    i think it s a day to day thing and an overall feeling of being content w our  goals  comfortable retirement  travel w cash  giving back to the lgbt      community,right nice cup coffee w husband two frenchies sitting balcony morning think day day thing overall feeling content w goals comfortable retirement travel w cash giving back lgbt community,,pro-lgbt
jstephenson84,Thu Oct 28 15:38:26 +0000 2021,Los Angeles,@PineappleCalm @kennedyk24 @tylerfunk14 @MattWalshBlog Do you ever get tired of being on the losing side of every issue? LGBT people exist. We're not going anywhere. And kids these days are the most accepting out of any prior generation. Your archaic and absurd regressive attitudes are dying as quickly as the boomers who hold them.,1,0,2227,    do you ever get tired of being on the losing side of every issue lgbt people exist we are not going anywhere and kids these days are the most accepting out of any prior generation your archaic and absurd regressive attitudes are dying as quickly as the boomers who hold them,ever get tired losing side every issue lgbt people exist going anywhere kids days accepting prior generation archaic absurd regressive attitudes dying quickly boomers hold,,anti-lgbt
