user_screen_name,created_at,location,text,fav,rt_count,friend,clean_text_1,clean_text_2,aspect,Prediction
GBMedinaGOP,Fri Oct 22 18:05:45 +0000 2021,"Atlanta, GA","@PresidentNixon Never mind the fact that the EU has basically destroyed the traditional Catholic culture of the Irish by making them embrace abortion, LGBT rights at hypersonic speed and other stuff... ""Cromwell was worse, uh, muh potato famine!""",1,0,2031, never mind the fact that the eu has basically destroyed the traditional catholic culture of the irish by making them embrace abortion lgbt rights at hypersonic speed and other stuff cromwell was worse uh muh potato famine,never mind fact eu basically destroyed traditional catholic culture irish making embrace abortion lgbt rights hypersonic speed stuff cromwell worse uh muh potato famine,anti-lgbt,anti-lgbt
_alayna_b,Fri Oct 22 17:00:18 +0000 2021,"Atlanta, GA",@snartdeco @A_Silent_Child Cis is offensive 2 many and was made up by the lgbt community to assign labels to those not apart of that community. We already have a word to define biological women and thatÃ¢ÂÂs the word woman.,0,0,79,  cis is offensive  many and was made up by the lgbt community to assign labels to those not apart of that community we already have a word to define biological women and that s the word woman,cis offensive many made lgbt community assign labels apart community already word define biological women word woman,neutral,neutral
CantripDesign,Fri Oct 22 13:24:34 +0000 2021,"Atlanta, GA",Wouldn't it be easier for y'all to be anti LGBT without Dave's dick in your mouth?,2,1,453,would not it be easier for yall to be anti lgbt without dave is dick in your mouth,would easier yall anti lgbt without dave dick mouth,anti-lgbt,anti-lgbt
EscaflowneClown,Fri Oct 22 11:27:26 +0000 2021,"Atlanta, GA",@SuitedPiece I am so sorry you went through that. HIV stigma must END. It's anti-LGBT bigotry that she even tried that with you and HIV stigma.,4,2,4999, i am so sorry you went through that hiv stigma must end it is antilgbt bigotry that she even tried that with you and hiv stigma,sorry went hiv stigma must end antilgbt bigotry even tried hiv stigma,pro-lgbt,pro-lgbt
CrankyJaybird,Wed Oct 27 14:06:53 +0000 2021,"Atlanta, GA, USA","@Mediaite I dont know any LGBT people that like Caitlyn Jenner, but I'm certainly not an expert. Always heard that she was the opposite of an Ally.",0,0,607, i dont know any lgbt people that like caitlyn jenner but i am certainly not an expert always heard that she was the opposite of an ally,dont know lgbt people like caitlyn jenner certainly expert always heard opposite ally,neutral,pro-lgbt
JLRatEmory,Fri Oct 22 17:00:57 +0000 2021,"Atlanta, GA, USA",@KyleVelte recommends Ã¢ÂÂWhoÃ¢ÂÂs the BigotÃ¢ÂÂ as a must read for LGBT rights advocates. Click on the link to read why. #freetoread until 11/15 #religiousliberty #antidiscriminationlaw @ProfLMcClain @OxUniPress https://t.co/j01Xxbglz8 https://t.co/RjAGLP1T06,1,1,1638, recommends  who s the bigot  as a must read for lgbt rights advocates click on the link to read why freetoread until  religiousliberty antidiscriminationlaw    ,recommends bigot must read lgbt rights advocates click link read freetoread religiousliberty antidiscriminationlaw,pro-lgbt,pro-lgbt
kkusi,Wed Oct 27 09:30:34 +0000 2021,"Atlanta, Georgia","@mawasty123 @loremersh212 @thenanaaba If Ghana is for Ghanaians, why should I go to the USA? Do you honestly believe after this counterproductive bill is passed it will change the nature of LGBT people or eradicate them? LetÃ¢ÂÂs think logically. This bill will hurt the youth because of its impact on jobs.",0,0,1408,   if ghana is for ghanaians why should i go to the usa do you honestly believe after this counterproductive bill is passed it will change the nature of lgbt people or eradicate them let s think logically this bill will hurt the youth because of its impact on jobs,ghana ghanaians go usa honestly believe counterproductive bill passed change nature lgbt people eradicate let think logically bill hurt youth impact jobs,anti-lgbt,anti-lgbt
kkusi,Wed Oct 27 09:03:36 +0000 2021,"Atlanta, Georgia","@Don_Manuelsic @loremersh212 @thenanaaba I donÃ¢ÂÂt support LGBT, I am only saying this bill is counterproductive. 
 1. Countries with such law have not stopped people from being LGBT including Saudi Arabia, Iran. 2. This law will drive foreign business away. 3. This law will attract negativity to the reputation of Ghana.",0,0,1408,   i don t support lgbt i am only saying this bill is counterproductive    countries with such law have not stopped people from being lgbt including saudi arabia iran  this law will drive foreign business away  this law will attract negativity to the reputation of ghana,support lgbt saying bill counterproductive countries law stopped people lgbt including saudi arabia iran law drive foreign business away law attract negativity reputation ghana,anti-lgbt,anti-lgbt
kkusi,Wed Oct 27 07:56:17 +0000 2021,"Atlanta, Georgia","@thenanaaba Even in places like Iran, Saudi Arabia etc with the strictest laws there are still LGBT. This law will drive potential businesses who could employ 10000 of people away. Twitter wants to base its African headquarters in Ghana, will they still after this bill is passed?",7,1,1408, even in places like iran saudi arabia etc with the strictest laws there are still lgbt this law will drive potential businesses who could employ  of people away twitter wants to base its african headquarters in ghana will they still after this bill is passed,even places like iran saudi arabia etc strictest laws still lgbt law drive potential businesses could employ people away twitter wants base african headquarters ghana still bill passed,neutral,neutral
EMEvers_Writer,Mon Oct 25 15:50:23 +0000 2021,"Atlanta, Georgia","LOVE, SIMON x DON'T READ THE COMMENTS

A fun yet heartbreaking coming of age story about a 15yo closeted gamerÃ¢ÂÂs journey to figure out what it means to be LGBTÃ°ÂÂÂ³Ã¯Â¸ÂÃ¢ÂÂÃ°ÂÂÂ Christian Ã¢ÂÂ &amp; a nerd Ã°ÂÂ¤Â in a world not defined in 0s and 1s
#DVpit #LGBT #BIPOC #OWN #MH",2,0,756,love simon x do not read the comments  a fun yet heartbreaking coming of age story about a  closeted gamer s journey to figure out what it means to be lgbt     christian    a nerd   in a world not defined in  and  dvpit lgbt bipoc own mh,love simon x read comments fun yet heartbreaking coming age story closeted gamer journey figure means lgbt christian nerd world defined dvpit lgbt bipoc mh,pro-lgbt,pro-lgbt
EMEvers_Writer,Mon Oct 25 12:34:37 +0000 2021,"Atlanta, Georgia","LOVE, SIMON X THROWAWAY GIRLS X DONÃ¢ÂÂT READ THE COMMENTS

With a cryptic DM concerning the death of her online best friend, 15 YO gaming badass must learn what she can w/o crumbling under being queerÃ°ÂÂÂ,Christian ChurchÃ¢ÂÂ &amp; grand scientific endeavorsÃ°ÂÂ§Âª#DvPit #YA #CON #OWN #LGBT #MH",0,2,756,love simon x throwaway girls x don t read the comments  with a cryptic dm concerning the death of her online best friend  yo gaming badass must learn what she can wo crumbling under being queer christian church   grand scientific endeavors dvpit ya con own lgbt mh,love simon x throwaway girls x read comments cryptic dm concerning death online best friend yo gaming badass must learn wo crumbling queer christian church grand scientific endeavors dvpit ya con lgbt mh,neutral,neutral
Southguy49,Mon Oct 25 13:54:46 +0000 2021,"Atlanta, Georgia, USA",The only thing I like better with Amazon is their search categories. D2D uses BISACs (an industry-standard set of categories) and the choices for Gay/LGBT+ categories are very limited. It seems you can't have an Epic Gay Contemporary Fantasy novel according to the choices.,2,0,673,the only thing i like better with amazon is their search categories  uses bisacs an industrystandard set of categories and the choices for gaylgbt categories are very limited it seems you can not have an epic gay contemporary fantasy novel according to the choices,thing like better amazon search categories uses bisacs industrystandard set categories choices gaylgbt categories limited seems epic gay contemporary fantasy novel according choices,neutral,neutral
VAAugusta,Fri Oct 22 13:00:00 +0000 2021,"Augusta, GA",Charlie Norwood VA serves all who served and encourages LGBTQ+ #Veterans to Ã¢ÂÂDo Ask and Do Tell.Ã¢ÂÂ Conversations and the information you share with your VA provider are confidential. Learn more about Augusta VA LGBTQ+ Veteran services at https://t.co/3QPrnpjcBh. https://t.co/outSEneIep,1,1,335,charlie norwood va serves all who served and encourages lgbtq veterans to  do ask and do tell  conversations and the information you share with your va provider are confidential learn more about augusta va lgbtq veteran services at  ,charlie norwood va serves served encourages lgbtq veterans ask tell conversations information share va provider confidential learn augusta va lgbtq veteran services,pro-lgbt,pro-lgbt
BradleyEOwens,Fri Oct 29 13:45:26 +0000 2021,"Augusta, Georgia",@iFriarGonzo @bcpsleonardi @sarahmkleonardi @WiltonManorsES @RosiesBnG So you're an educator that agrees with grooming little children. From marriage equality to grooming little kids? The LGBT community should put an end to this bullsh*t.,2,0,299,     so you are an educator that agrees with grooming little children from marriage equality to grooming little kids the lgbt community should put an end to this bullsht,educator agrees grooming little children marriage equality grooming little kids lgbt community put end bullsht,anti-lgbt,pro-lgbt
magggneto,Fri Oct 29 18:03:15 +0000 2021,"Baton Rouge, LA",@makoskies Do they know what the T stands for? Do they know what non-binary is? Did they allow me to select LGBT+ and female? No Ã°ÂÂÂ,1,0,364, do they know what the t stands for do they know what nonbinary is did they allow me to select lgbt and female no  ,know stands know nonbinary allow select lgbt female,neutral,anti-lgbt
fiat_liz,Wed Oct 27 15:30:39 +0000 2021,"Baton Rouge, LA",@JK_Riki They can't get married. They can't get ordained. I urge you to go talk to LGBT+ members of that denomination and ask them how they feel about that.,0,0,1291, they can not get married they can not get ordained i urge you to go talk to lgbt members of that denomination and ask them how they feel about that,get married get ordained urge go talk lgbt members denomination ask feel,,pro-lgbt
fiat_liz,Tue Oct 26 21:23:45 +0000 2021,"Baton Rouge, LA","@apathei @snacklesbian @JK_Riki @ChrisFalk @jjmann17 The idea of Side B LGBT+ folks is not new, and I'm not going to dismiss them out of hand--but I'm  not going to agree with them, or be comfortable with someone who celebrates only them.",3,0,1291,     the idea of side b lgbt folks is not new and i am not going to dismiss them out of handbut i am  not going to agree with them or be comfortable with someone who celebrates only them,idea side b lgbt folks new going dismiss handbut going agree comfortable someone celebrates,,anti-lgbt
fiat_liz,Tue Oct 26 20:02:12 +0000 2021,"Baton Rouge, LA","@apathei @snacklesbian @JK_Riki @ChrisFalk @jjmann17 No, he is legitimately against LGBT+ involvement in the church.",4,0,1291,     no he is legitimately against lgbt involvement in the church,legitimately lgbt involvement church,,pro-lgbt
templefugate,Mon Oct 25 12:34:58 +0000 2021,"Baton Rouge, LA","@WTwins210 @DCBomshell @CDCgov Shyte happens! Seems to happen more on one side these days.....
https://t.co/iEFoiNBOiN",0,1,266,   shyte happens seems to happen more on one side these days ,shyte happens seems happen one side days,,neutral
roddreher,Tue Oct 26 20:41:49 +0000 2021,"Baton Rouge, La., USA","Pete has been writing same column for 5 years, about Trump and Evangelicalism. He's right about much, but he misses the parallel politicization to the Left within Evangelicalism. Whenever ppl say we need to ""reclaim Jesus"" from Trumpers, I hear ""make our peace w/LGBT &amp; CRT."" https://t.co/kMM4IT3a20",91,5,444,pete has been writing same column for  years about trump and evangelicalism he is right about much but he misses the parallel politicization to the left within evangelicalism whenever ppl say we need to reclaim jesus from trumpers i hear make our peace wlgbt  crt ,pete writing column years trump evangelicalism right much misses parallel politicization left within evangelicalism whenever ppl say need reclaim jesus trumpers hear make peace wlgbt crt,,pro-lgbt
